Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,8_L,RUS investigation,0,still investigating possible coordination between the Trump campaign and Russia,AnZhu,26-Mar-20 14:25:03,,,79,0.85,9,9
●,8_L,RUS meddling,0,possible coordination between the Trump campaign and Russia,maxku,24-May-18 08:45:32,,,59,0.64,9,9
●,8_L,USA\Trump\Lawyers,0,the president's lawyers,maxku,24-May-18 08:53:13,,,23,0.25,8,8
●,8_L,USA\Trump\Lawyers,0,His lawyers,maxku,24-May-18 08:54:52,,,11,0.12,18,18
●,8_L,USA\Trump\Lawyers,0,Mr. Trump's lawyers,maxku,24-May-18 08:55:00,,,19,0.21,19,19
●,8_L,Properties\Importance\Important & Intense,0,Dozens of,maxku,24-May-18 17:02:10,Inquieries for Trump,,9,0.10,1,1
●,8_L,Properties\Importance\Important & Intense,0,Broad Quest,maxku,24-May-18 17:03:05,RUS meddling investigation,,11,0.12,1,1
●,8_L,Properties\Power & Strength\Powerful & Leading,0,trying to determine,maxku,24-May-18 17:03:36,Mueller,,19,0.21,2,2
●,8_L,Properties\Law\Unlawful,0,had criminal intent,maxku,24-May-18 17:03:48,Trump,,19,0.21,2,2
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,fired,maxku,24-May-18 17:04:43,Trump,,5,0.05,2,2
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,fired,maxku,24-May-18 17:04:51,USA-I,,5,0.05,2,2
●,8_L,Properties\Importance\Important & Intense,0,at least four dozen,maxku,24-May-18 17:05:38,Inquieries for Trump,,19,0.21,3,3
●,8_L,Properties\Power & Strength\Powerful & Leading,0,exhaustive array of subjects,maxku,24-May-18 17:06:04,Inquieries for Trump,,28,0.30,3,3
●,8_L,Properties\Behaviour & character\Not trustworthy,0,obstructed the inquiry,maxku,24-May-18 17:06:36,Trump,,22,0.24,3,3
●,8_L,Properties\Other\Other,0,according to,maxku,24-May-18 17:06:49,Inquieries for Trump,,12,0.13,3,3
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,attempt to penetrate,maxku,24-May-18 17:09:23,Inquieries for Trump,,20,0.22,4,4
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,most combative Twitter posts,maxku,24-May-18 17:09:49,Trump,,28,0.30,4,4
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,offering dirt,maxku,24-May-18 17:12:41,RUS,,13,0.14,4,4
●,8_L,Properties\Importance\Important & Intense,0,high-profile firings,maxku,24-May-18 17:13:02,"Trump
USA-I",,20,0.22,4,4
●,8_L,Properties\Importance\Important & Intense,0,longtime personal lawyer,maxku,24-May-18 17:14:56,Trump´s Lawyers-I,,24,0.26,5,5
●,8_L,Properties\Power & Strength\Powerful & Leading,0,set up a back channel to Russia,maxku,24-May-18 17:15:17,USA-I,,31,0.33,5,5
●,8_L,Properties\Importance\Important & Intense,0,longtime adviser,maxku,24-May-18 17:16:14,USA-I,,16,0.17,5,5
●,8_L,Properties\Other\Other,0,claimed to,maxku,24-May-18 17:16:46,USA-I,,10,0.11,5,5
●,8_L,Properties\Power & Strength\Powerful & Leading,0,have inside information,maxku,24-May-18 17:16:59,USA-I,,23,0.25,5,5
●,8_L,RUS meddling,0,Democratic email hackings,maxku,24-May-18 17:17:19,,,25,0.27,5,5
●,8_L,USA\Trump,0,Mr. Trump,maxku,24-May-18 17:17:32,,,9,0.10,6,6
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,disgraceful,maxku,24-May-18 17:17:52,Mueller,,11,0.12,6,6
●,8_L,Questions for Trump,0,questions the special counsel would like to ask him,AnZhu,26-Mar-20 14:22:25,,,51,0.55,6,6
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,incorrectly noted,maxku,24-May-18 17:41:30,Trump,,17,0.18,6,6
●,8_L,USA\Trump,0,The president,maxku,24-May-18 17:41:47,,,13,0.14,6,6
●,8_L,Properties\Behaviour & character\Not trustworthy,0,"""phony"" crime",maxku,24-May-18 17:42:11,RUS meddling,,13,0.14,6,6
●,8_L,RUS meddling,0,collusion,maxku,24-May-18 17:42:31,,,9,0.10,6,6
●,8_L,Questions for Trump,0,The questions,maxku,24-May-18 17:42:51,,,13,0.14,7,7
●,8_L,Properties\Importance\Important & Intense,0,most detailed look yet,maxku,24-May-18 17:43:04,Inquieries for Trump,,22,0.24,7,7
●,8_L,Properties\Quality\Functioning,0,most detailed look yet,maxku,24-May-18 17:43:15,Inquieries for Trump,,22,0.24,7,7
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,24-May-18 17:43:31,,,11,0.12,7,7
●,8_L,RUS investigation,0,Mr. Mueller's investigation,maxku,24-May-18 17:43:36,,,27,0.29,7,7
●,8_L,Properties\Other\Other,0,shrouded in secrecy,maxku,24-May-18 17:43:49,RUS meddling investigation,,19,0.21,7,7
●,8_L,Properties\Law\Unlawful,0,obstruction of justice,maxku,24-May-18 17:44:32,"RUS
Trump",,22,0.24,7,7
●,8_L,Properties\Other\Other,0,possible,maxku,24-May-18 17:44:45,Inquieries for Trump,,8,0.09,7,7
●,8_L,Properties\Importance\Important & Intense,0,grew to include an examination of the president's conduct in office,maxku,24-May-18 17:45:09,RUS meddling investigation,,67,0.72,7,7
●,8_L,Questions for Trump,0,queries,maxku,24-May-18 17:45:27,,,7,0.08,7,7
●,8_L,USA\Trump,0,Mr. Trump,maxku,24-May-18 17:45:31,,,9,0.10,7,7
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,24-May-18 17:45:37,,,11,0.12,7,7
●,8_L,USA\Trump,0,the president,maxku,24-May-18 17:45:45,,,13,0.14,7,7
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,attempts to fire,maxku,24-May-18 17:46:03,Trump,,16,0.17,7,7
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,attempts to fire,maxku,24-May-18 17:46:09,Mueller,,16,0.17,7,7
●,8_L,Properties\Other\Other,0,possible,maxku,24-May-18 17:46:19,Trump,,8,0.09,7,7
●,8_L,Properties\Other\Other,0,pardon offers,maxku,24-May-18 17:46:38,Trump,,13,0.14,7,7
●,8_L,Properties\Power & Strength\Weak & Following,0,seeking immunity or possible pardon,maxku,24-May-18 17:47:08,USA-I,,35,0.38,8,8
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,24-May-18 17:47:21,,,11,0.12,8,8
●,8_L,Questions for Trump,0,questions read by the special counsel investigators,AnZhu,26-Mar-20 14:24:27,,,51,0.55,8,8
●,8_L,Questions for Trump,0,a list,maxku,24-May-18 17:47:43,,,6,0.06,8,8
●,8_L,USA\USA-I,0,a person outside Mr. Trump's legal team,maxku,24-May-18 17:47:50,,,39,0.42,8,8
●,8_L,USA\Trump,0,Mr. Trump,maxku,24-May-18 17:47:53,,,9,0.10,8,8
●,8_L,USA\Trump\Lawyers,0,Mr. Trump's legal team,maxku,24-May-18 17:47:59,,,22,0.24,8,8
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,24-May-18 17:48:09,,,11,0.12,9,9
●,8_L,Questions for Trump,0,A few questions,maxku,24-May-18 17:48:13,,,15,0.16,9,9
●,8_L,Properties\Power & Strength\Powerful & Leading,0,is still investigating,maxku,24-May-18 17:48:29,Mueller,,22,0.24,9,9
●,8_L,Questions for Trump,0,more tantalizing inquiries,maxku,25-May-18 10:06:53,,,26,0.28,9,9
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:06:57,,,11,0.12,9,9
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:07:00,,,9,0.10,9,9
●,8_L,Properties\Power & Strength\Weak & Following,0,seeking assistance from,maxku,25-May-18 10:07:14,USA-I,,23,0.25,9,9
●,8_L,Properties\Importance\Important & Intense,0,tantalizing,maxku,25-May-18 10:07:34,Inquieries for Trump,,11,0.12,9,9
●,8_L,RUS,0,Moscow,maxku,25-May-18 10:07:49,,,6,0.06,9,9
●,8_L,RUS,0,Russia,maxku,25-May-18 10:08:00,,,6,0.06,9,9
●,8_L,Properties\Other\Other,0,potential assistance,maxku,25-May-18 10:08:06,"USA-I
RUS",,20,0.22,9,9
●,8_L,Properties\Safety\Unsafe,0,No such outreach has been revealed,maxku,25-May-18 10:08:40,RUS meddling,,34,0.37,9,9
●,8_L,RUS meddling,0,such outreach,maxku,25-May-18 10:09:27,,,13,0.14,9,9
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:09:37,,,9,0.10,10,10
●,8_L,Properties\Other\Other,0,declined to comment,maxku,25-May-18 10:09:43,Trump´s Lawyers-I,,19,0.21,10,10
●,8_L,USA\USA-I,0,A spokesman for the special counsel's office,maxku,25-May-18 10:10:06,,,44,0.48,10,10
●,8_L,Properties\Other\Other,0,did not respond,maxku,25-May-18 10:10:18,USA-I,,15,0.16,10,10
●,8_L,Questions for Trump,0,The questions,maxku,25-May-18 10:10:28,,,13,0.14,11,11
●,8_L,Properties\Safety\Unsafe,0,chaotic,maxku,25-May-18 10:10:45,Trump,,7,0.08,11,11
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:11:03,,,11,0.12,11,11
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,public threats,maxku,25-May-18 10:11:12,Trump,,14,0.15,11,11
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:11:21,,,13,0.14,11,11
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:11:26,,,9,0.10,11,11
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,salacious,maxku,25-May-18 10:12:18,RUS meddling,,9,0.10,11,11
●,8_L,RUS meddling,0,salacious accusations,maxku,25-May-18 10:12:28,,,21,0.23,11,11
●,8_L,Properties\Importance\Important & Intense,0,dramatic,maxku,25-May-18 10:12:35,USA-I,,8,0.09,11,11
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:14:37,,,13,0.14,12,12
●,8_L,RUS,0,Russia,maxku,25-May-18 10:14:40,,,6,0.06,12,12
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:14:46,,,11,0.12,12,12
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:14:50,,,9,0.10,12,12
●,8_L,RUS\Putin,0,President Vladimir V. Putin of Russia,AnZhu,26-Mar-20 14:29:41,,,37,0.40,12,12
●,8_L,RUS,0,Russia,maxku,25-May-18 10:15:04,,,6,0.06,12,12
●,8_L,RUS,0,Russia,maxku,25-May-18 10:15:10,,,6,0.06,12,12
●,8_L,RUS\Putin,0,Mr. Putin,maxku,25-May-18 10:15:15,,,9,0.10,12,12
●,8_L,Questions for Trump,0,ask Mr. Trump,AnZhu,26-Mar-20 14:29:29,,,13,0.14,12,12
●,8_L,Questions for Trump,0,his questions,maxku,25-May-18 10:15:54,,,13,0.14,13,13
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:15:57,,,11,0.12,13,13
●,8_L,Properties\Power & Strength\Powerful & Leading,0,tries to tease,maxku,25-May-18 10:16:04,Mueller,,14,0.15,13,13
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:16:14,,,9,0.10,13,13
●,8_L,Properties\Affection\Affection or empathy,0,loyally,maxku,25-May-18 10:16:46,Trump,,7,0.08,13,13
●,8_L,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,independent,maxku,25-May-18 10:17:03,USA,,11,0.12,13,13
●,8_L,USA,0,the White House,maxku,25-May-18 10:19:12,,,15,0.16,14,14
●,8_L,Properties\Law\Unlawful,0,broke with Justice Department policy,maxku,25-May-18 10:19:49,USA-I,,36,0.39,14,14
●,8_L,Properties\Power & Strength\Powerful & Leading,0,spoke publicly,maxku,25-May-18 10:20:04,USA-I,,14,0.15,14,14
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:20:20,,,11,0.12,14,14
●,8_L,Questions for Trump,0,Mr. Mueller's questions,maxku,25-May-18 10:20:24,,,23,0.25,14,14
●,8_L,Properties\Power & Strength\Powerful & Leading,0,put that statement to the test,maxku,25-May-18 10:22:28,Inquieries for Trump,,30,0.32,14,14
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:22:47,,,9,0.10,14,14
●,8_L,Properties\Law\Lawful,0,had abided by policy,maxku,25-May-18 10:23:55,USA-I,,20,0.22,14,14
●,8_L,Properties\Behaviour & character\Confident,0,no concerns,maxku,25-May-18 10:24:08,Trump,,11,0.12,14,14
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:24:20,,,9,0.10,14,14
●,8_L,RUS investigation,0,the Russia investigation,maxku,25-May-18 10:25:26,,,24,0.26,14,14
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,was fired,maxku,25-May-18 10:25:35,USA-I,,9,0.10,14,14
●,8_L,Questions for Trump,0,Many of the questions surround Mr. Trump's relationship with Mr. Sessions,AnZhu,26-Mar-20 15:12:22,,,73,0.79,15,15
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:26:31,,,9,0.10,15,15
●,8_L,Properties\Power & Strength\Powerful & Leading,0,recuse himself,maxku,25-May-18 10:27:07,USA-I,,14,0.15,15,15
●,8_L,RUS investigation,0,the Russia investigation,maxku,25-May-18 10:28:39,,,24,0.26,15,15
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:28:43,,,9,0.10,15,15
●,8_L,Properties\Power & Strength\Weak & Following,0,needed him in place for protection,maxku,25-May-18 10:28:54,Trump,,34,0.37,15,15
●,8_L,Properties\Power & Strength\Powerful & Leading,0,needed him in place for protection,maxku,25-May-18 10:29:03,USA-I,,34,0.37,15,15
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:29:11,,,11,0.12,16,16
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:29:16,,,9,0.10,16,16
●,8_L,Properties\Other\Other,0,appears to be,maxku,25-May-18 10:29:32,Mueller,,13,0.14,16,16
●,8_L,Properties\Power & Strength\Powerful & Leading,0,took steps last year to fire,maxku,25-May-18 10:34:41,Trump,,28,0.30,16,16
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,took steps last year to fire,maxku,25-May-18 10:34:21,Trump,,28,0.30,16,16
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,took steps last year to fire,maxku,25-May-18 10:34:23,Mueller,,28,0.30,16,16
●,8_L,USA\Trump,0,The president,maxku,25-May-18 10:34:46,,,13,0.14,16,16
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,threatened to resign,maxku,25-May-18 10:35:05,USA-I,,20,0.22,16,16
●,8_L,Properties\Power & Strength\Powerful & Leading,0,terminating the special counsel,maxku,25-May-18 10:35:41,Trump,,31,0.33,17,17
●,8_L,Questions for Trump,0,the list of questions,maxku,25-May-18 10:36:00,,,21,0.23,17,17
●,8_L,Properties\Affection\Affection or empathy,0,backing,maxku,25-May-18 10:38:29,Trump,,7,0.08,17,17
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:38:51,,,11,0.12,18,18
●,8_L,Properties\Importance\Important & Intense,0,sought for months to,maxku,25-May-18 10:39:02,Inquieries for Trump,,20,0.22,18,18
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:39:18,,,13,0.14,18,18
●,8_L,Properties\Affection\Affection or empathy,0,"expressed a desire, at times, to be interviewed",maxku,25-May-18 10:39:36,Inquieries for Trump,,47,0.51,18,18
●,8_L,Properties\Power & Strength\Powerful & Leading,0,have been negotiating,maxku,25-May-18 10:40:14,Trump´s Lawyers,,21,0.23,18,18
●,8_L,USA\Trump,0,their client,maxku,25-May-18 10:40:29,,,12,0.13,18,18
●,8_L,Properties\Power & Strength\Weak & Following,0,out of concern,maxku,25-May-18 10:40:37,Trump´s Lawyers,,14,0.15,18,18
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,exaggerations,maxku,25-May-18 10:40:51,Trump,,13,0.14,18,18
●,8_L,Properties\Behaviour & character\Not trustworthy,0,half-truths,maxku,25-May-18 10:40:56,Trump,,11,0.12,18,18
●,8_L,Properties\Behaviour & character\Not trustworthy,0,outright falsehoods,maxku,25-May-18 10:41:00,Trump,,19,0.21,18,18
●,8_L,Properties\Behaviour & character\Not trustworthy,0,provide false statements,maxku,25-May-18 10:41:29,Trump,,24,0.26,18,18
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,easily become distracted,maxku,25-May-18 10:41:33,Trump,,24,0.26,18,18
●,8_L,Properties\Behaviour & character\Trustworthy,0,according to people with knowledge of the discussions,AnZhu,08-Apr-19 18:18:36,USA-I,,53,0.57,26,26
●,8_L,Properties\Behaviour & character\Not trustworthy,0,lying to investigators,maxku,25-May-18 10:42:21,USA-I,,22,0.24,18,18
●,8_L,Questions for Trump,0,The list of questions,maxku,25-May-18 10:42:37,,,21,0.23,19,19
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:42:48,,,11,0.12,19,19
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:42:55,,,13,0.14,19,19
●,8_L,Properties\Power & Strength\Weak & Following,0,Concerned about,maxku,25-May-18 10:43:08,Trump´s Laywers-I,,15,0.16,19,19
●,8_L,Properties\Difficulty\Difficult,0,legal jeopardy,maxku,25-May-18 10:43:35,"Trump
Trump´s Lawyers",,14,0.15,19,19
●,8_L,Properties\Power & Strength\Powerful & Leading,0,trying to convince,maxku,25-May-18 10:44:10,Trump´s Lawyers-I,,18,0.19,19,19
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:44:24,,,11,0.12,19,19
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:44:29,,,9,0.10,19,19
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:44:35,,,11,0.12,20,20
●,8_L,Properties\Other\Other,0,was apparently,maxku,25-May-18 10:44:41,Mueller,,14,0.15,20,20
●,8_L,Properties\Other\Negative,0,unsatisfied,maxku,25-May-18 10:45:00,Mueller,,11,0.12,20,20
●,8_L,Questions for Trump,0,question the president directly,AnZhu,26-Mar-20 15:27:32,,,31,0.33,20,20
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:45:20,,,13,0.14,20,20
●,8_L,Properties\Law\Unlawful,0,had criminal intent,maxku,25-May-18 10:45:28,Trump,,19,0.21,20,20
●,8_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,fired,maxku,25-May-18 10:45:37,Trump,,5,0.05,20,20
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,fired,maxku,25-May-18 10:45:38,USA-I,,5,0.05,20,20
●,8_L,Properties\Behaviour & character\Confident,0,held firm,maxku,25-May-18 10:49:18,Trump´s Lawyers-I,,9,0.10,21,21
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:49:37,,,11,0.12,21,21
●,8_L,Questions for Trump,0,the questions,maxku,25-May-18 10:50:06,,,13,0.14,21,21
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:50:10,,,9,0.10,21,21
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:50:39,,,13,0.14,22,22
●,8_L,Properties\Other\Negative,0,tone and detailed nature cemented Mr. Dowd's view that the president should not sit for an interview,maxku,25-May-18 10:50:48,Inquieries for Trump,,100,1.08,22,22
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:51:07,,,9,0.10,22,22
●,8_L,Properties\Behaviour & character\Confident,0,remained firm in his insistence,maxku,25-May-18 10:51:23,Trump,,31,0.33,22,22
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:51:28,,,11,0.12,22,22
●,8_L,USA\Trump,0,his client,maxku,25-May-18 10:51:39,,,10,0.11,22,22
●,8_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,ignoring his advice,maxku,25-May-18 10:51:46,Trump,,19,0.21,22,22
●,8_L,Properties\Power & Strength\Weak & Following,0,misgivings,maxku,25-May-18 10:52:15,Trump´s Lawyers-I,,10,0.11,22,22
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:52:51,,,9,0.10,23,23
●,8_L,Properties\Importance\Important & Intense,0,longtime confidant,maxku,25-May-18 10:53:07,Trump´s Lawyers-I,,18,0.19,23,23
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:53:17,,,11,0.12,23,23
●,8_L,USA\USA-I,0,his staff,maxku,25-May-18 10:53:30,,,9,0.10,23,23
●,8_L,Properties\Behaviour & character\SHOWN as Reasonable/Smart,0,truly objective,maxku,25-May-18 10:53:40,"Mueller
USA
USA-I",,15,0.16,23,23
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:54:00,,,11,0.12,24,24
●,8_L,Properties\Other\Other,0,remains a mystery,maxku,25-May-18 10:54:10,Mueller,,17,0.18,24,24
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:54:28,,,13,0.14,24,24
●,8_L,Properties\Law\Unlawful,0,broke the law,maxku,25-May-18 10:54:32,Trump,,13,0.14,24,24
●,8_L,Properties\Power & Strength\Powerful & Leading,0,cannot be charged with a crime while they are in office,maxku,25-May-18 10:57:26,Trump,,55,0.59,24,24
●,8_L,USA\Trump,0,the president,maxku,25-May-18 10:57:43,,,13,0.14,24,24
●,8_L,Properties\Other\Positive,0,not a target of the investigation,maxku,25-May-18 10:58:03,Trump,,33,0.36,24,24
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:58:14,,,11,0.12,24,24
●,8_L,Properties\Other\Positive,0,does not expect to charge him,maxku,25-May-18 10:58:18,Trump,,29,0.31,24,24
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 10:58:28,,,11,0.12,25,25
●,8_L,USA\Trump,0,Mr. Trump,maxku,25-May-18 10:58:38,,,9,0.10,25,25
●,8_L,Properties\Power & Strength\Powerful & Leading,0,offered them,maxku,25-May-18 10:58:47,Trump,,12,0.13,25,25
●,8_L,Properties\Power & Strength\Powerful & Leading,0,influence their decisions,maxku,25-May-18 10:59:06,Trump,,25,0.27,25,25
●,8_L,RUS investigation,0,the special counsel investigation,maxku,25-May-18 10:59:18,,,33,0.36,25,25
●,8_L,Properties\Other\Other,0,according to,maxku,25-May-18 10:59:56,USA-I,,12,0.13,26,26
●,8_L,USA\USA-I,0,people with knowledge of the discussions,maxku,25-May-18 11:00:01,,,40,0.43,26,26
●,8_L,Properties\Law\Unlawful,0,charges of money laundering,maxku,25-May-18 11:00:28,USA-I,,27,0.29,26,26
●,8_L,Properties\Law\Unlawful,0,financial crimes,maxku,25-May-18 11:00:40,USA-I,,16,0.17,26,26
●,8_L,Properties\Other\Other,0,pleaded not guilty,maxku,25-May-18 11:00:58,USA-I,,18,0.19,26,26
●,8_L,USA\USA-I,0,a retired Army lieutenant general,maxku,25-May-18 11:03:29,,,33,0.36,27,27
●,8_L,Properties\Violence & Unfair\Victim (receiving violence),0,was ousted from,maxku,25-May-18 11:03:41,USA-I,,15,0.16,27,27
●,8_L,USA,0,the United States,maxku,25-May-18 11:04:08,,,17,0.18,27,27
●,8_L,Properties\Behaviour & character\Trustworthy,0,pleaded guilty,maxku,25-May-18 11:05:40,USA-I,,14,0.15,27,27
●,8_L,Properties\Behaviour & character\Not trustworthy,0,lying to federal authorities,maxku,25-May-18 11:05:53,USA-I,,28,0.30,27,27
●,8_L,USA,0,federal authorities,maxku,25-May-18 11:06:04,,,19,0.21,27,27
●,8_L,Properties\Power & Strength\Powerful & Leading,0,agreed to cooperate,maxku,25-May-18 11:06:12,USA-I,,19,0.21,27,27
●,8_L,Properties\Power & Strength\Weak & Following,0,seeking immunity or possible pardon,maxku,25-May-18 11:06:54,USA-I,,35,0.38,28,28
●,8_L,USA\Mueller,0,Mr. Mueller,maxku,25-May-18 11:07:03,,,11,0.12,28,28
●,8_L,USA\Trump,0,the president,AnZhu,16-Jan-19 21:51:38,,,13,0.14,11,11
●,8_L,RUS investigation,0,Mr. Mueller's endgame,AnZhu,16-Jan-19 22:23:40,,,21,0.23,24,24
●,8_L,RUS investigation,0,the investigation,AnZhu,16-Jan-19 22:23:53,,,17,0.18,24,24
●,8_L,USA\Mueller\Investigators,0,the special counsel investigators,AnZhu,17-Jan-19 12:28:39,,,33,0.36,8,8
●,8_L,USA\Mueller\Investigators,0,investigators,AnZhu,17-Jan-19 12:29:14,,,13,0.14,18,18
●,8_L,USA\Mueller\Investigators,0,investigators for Mr. Mueller,AnZhu,17-Jan-19 12:29:24,,,29,0.31,21,21
●,8_L,USA\Mueller,0,Robert S. Mueller III,AnZhu,26-Mar-20 14:09:04,,,21,0.23,2,2
●,8_L,USA\Comey,0,"James B. Comey, the F.B.I. director.",AnZhu,26-Mar-20 14:09:28,,,36,0.39,2,2
●,8_L,RUS investigation,0,the inquiry,AnZhu,26-Mar-20 14:10:38,,,11,0.12,3,3
