Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,3_L,Properties\Safety\Unsafe,0,could backfire,maxku,18-May-18 09:05:41,Lawsuit,,14,0.16,6,6
●,3_L,Properties\Other\Other,0,allegations,maxku,18-May-18 09:06:00,"Democrats
Lawsuit",,11,0.13,7,7
●,3_L,Properties\Behaviour & character\Not trustworthy,0,sham,maxku,18-May-18 09:06:13,Lawsuit,,4,0.05,7,7
●,3_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,bogus,maxku,18-May-18 09:06:29,Lawsuit,,5,0.06,7,7
●,3_L,Properties\Power & Strength\Weak & Following,0,desperate,maxku,18-May-18 09:06:58,Democrats,,9,0.10,7,7
●,3_L,Properties\Quality\Bad Quality,0,dysfunctional,maxku,18-May-18 09:07:20,Democrats,,13,0.15,7,7
●,3_L,Properties\Economy\Negative - economy,0,nearly insolvent,maxku,18-May-18 09:07:34,Democrats,,16,0.19,7,7
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,accused,maxku,18-May-18 09:07:46,Republicans,,7,0.08,8,8
●,3_L,Properties\Economy\Positive - economy,0,drum up donations,maxku,18-May-18 09:08:11,Democrats,,17,0.20,8,8
●,3_L,Properties\Honor & patriotic values\Dishonor,0,sunk to a new low,maxku,18-May-18 09:08:48,Democrats,,17,0.20,8,8
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:09:19,,,11,0.13,9,9
●,3_L,Properties\Importance\Important & Intense,0,taking shape for months,maxku,18-May-18 09:09:33,Lawsuit,,23,0.27,9,9
●,3_L,Lawsuit,0,suit,AnZhu,24-Mar-20 17:01:10,,,4,0.05,9,9
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:09:58,,,9,0.10,9,9
●,3_L,Properties\Other\Other,0,allegedly abetting foreign interference,maxku,18-May-18 09:10:07,Trump,,39,0.45,9,9
●,3_L,Properties\Behaviour & character\Not trustworthy,0,abetting foreign interference,maxku,18-May-18 09:10:27,Trump,,29,0.34,9,9
●,3_L,RUS interference into USA election,0,allegedly abetting foreign interference in an American election,AnZhu,11-Jan-19 14:08:23,,,63,0.73,9,9
●,3_L,USA\Democrats,0,the committee,maxku,18-May-18 09:10:48,,,13,0.15,9,9
●,3_L,USA election 2016,0,the 2016 presidential election,maxku,18-May-18 09:11:06,,,30,0.35,16,16
●,3_L,USA election 2016,0,an American election,maxku,18-May-18 09:11:51,,,20,0.23,9,9
●,3_L,Properties\Power & Strength\Powerful & Leading,0,instructed the committee,maxku,18-May-18 09:12:15,Democrats,,24,0.28,9,9
●,3_L,Properties\Power & Strength\Powerful & Leading,0,engaging,maxku,18-May-18 09:12:39,Democrats,,8,0.09,9,9
●,3_L,Lawsuit,0,the complaint,AnZhu,24-Mar-20 17:02:39,,,13,0.15,9,9
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:13:02,,,9,0.10,10,10
●,3_L,Trump campaign,0,his campaign,maxku,18-May-18 09:13:07,,,12,0.14,10,10
●,3_L,USA\Democrats,0,the D.N.C.,maxku,18-May-18 09:13:27,,,10,0.12,10,10
●,3_L,Lawsuit,0,a civil suit,maxku,18-May-18 09:13:34,,,12,0.14,10,10
●,3_L,USA\Democrats,0,the committee,maxku,18-May-18 09:13:39,,,13,0.15,10,10
●,3_L,RUS interference into USA election,0,an ongoing threat of foreign interference in American elections,AnZhu,11-Jan-19 14:14:27,,,63,0.73,10,10
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:14:06,,,11,0.13,10,10
●,3_L,Properties\Difficulty\Difficult,0,multiple ongoing investigations,maxku,18-May-18 09:14:20,Trump,,31,0.36,10,10
●,3_L,Properties\Power & Strength\Powerful & Leading,0,move ahead with,maxku,18-May-18 09:14:34,Democrats,,15,0.17,10,10
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,an ongoing threat,maxku,18-May-18 09:14:47,RUS interference into USA election,,17,0.20,10,10
●,3_L,Properties\Safety\Unsafe,0,face statutory expiration dates,maxku,18-May-18 09:15:32,Lawsuit,,31,0.36,10,10
●,3_L,Properties\Violence & Unfair\Victim (receiving violence),0,very concerned,maxku,18-May-18 09:16:03,Democrats,,14,0.16,11,11
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:16:24,,,11,0.13,12,12
●,3_L,Properties\Behaviour & character\Confident,0,firmly denied,maxku,18-May-18 09:16:29,Democrats,,13,0.15,12,12
●,3_L,Properties\Other\Other,0,allude,maxku,18-May-18 09:16:48,Democrats,,6,0.07,12,12
●,3_L,Lawsuit,0,civil litigation,maxku,18-May-18 09:17:01,,,16,0.19,12,12
●,3_L,Properties\Other\Other,0,might bring to light damaging information,maxku,18-May-18 09:17:08,Lawsuit,,41,0.48,12,12
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:17:18,,,9,0.10,12,12
●,3_L,Properties\Power & Strength\Powerful & Leading,0,bring to light damaging information,maxku,18-May-18 09:17:37,Lawsuit,,35,0.41,12,12
●,3_L,Properties\Difficulty\Difficult,0,damaging information,maxku,18-May-18 09:17:54,"Trump
Republicans",,20,0.23,12,12
●,3_L,Lawsuit,0,The complaint,maxku,18-May-18 09:18:56,,,13,0.15,13,13
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:19:04,,,11,0.13,13,13
●,3_L,USA\Trump,0,the president,maxku,18-May-18 09:19:09,,,13,0.15,13,13
●,3_L,Trump campaign,0,his campaign,maxku,18-May-18 09:19:14,,,12,0.14,13,13
●,3_L,Properties\Other\Other,0,could be forced to disclose documents and submit to depositions,maxku,18-May-18 09:19:35,Lawsuit,,63,0.73,13,13
●,3_L,Properties\Violence & Unfair\Victim (receiving violence),0,forced to disclose documents and submit to depositions,maxku,18-May-18 09:19:46,"Trump
Republicans",,54,0.63,13,13
●,3_L,Lawsuit,0,lawsuits,maxku,18-May-18 09:20:04,,,8,0.09,14,14
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:20:36,,,9,0.10,15,15
●,3_L,Properties\Behaviour & character\Not trustworthy,0,shady conduct,maxku,18-May-18 09:20:44,Trump,,13,0.15,15,15
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:20:58,,,11,0.13,15,15
●,3_L,Lawsuit,0,the suit,maxku,18-May-18 09:21:11,,,8,0.09,16,16
●,3_L,Properties\Affection\Refusal,0,deriding,maxku,18-May-18 09:21:31,Lawsuit,,8,0.09,16,16
●,3_L,Trump campaign,0,the Trump campaign,maxku,18-May-18 09:21:49,,,18,0.21,16,16
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,seek out embarrassing information about Democrats,maxku,18-May-18 09:21:59,Trump campaign,,49,0.57,16,16
●,3_L,USA\Democrats,0,Democrats,maxku,18-May-18 09:22:20,,,9,0.10,16,16
●,3_L,USA\Democrats,0,Democrats,maxku,18-May-18 09:22:37,,,9,0.10,17,17
●,3_L,Properties\Importance\Important & Intense,0,great deal the American public wants to know,maxku,18-May-18 09:22:53,Democrats,,44,0.51,17,17
●,3_L,Properties\Behaviour & character\Not trustworthy,0,corruption of,maxku,18-May-18 09:23:11,Democrats,,13,0.15,17,17
●,3_L,Lawsuit,0,lawsuit,maxku,18-May-18 09:23:28,,,7,0.08,18,18
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:24:01,,,9,0.10,18,18
●,3_L,Lawsuit,0,the suit,maxku,18-May-18 09:24:14,,,8,0.09,18,18
●,3_L,Properties\Affection\Refusal,0,dismissed,maxku,18-May-18 09:24:21,Lawsuit,,9,0.10,18,18
●,3_L,RUS interference into USA election,0,a left-wing conspiracy theory,maxku,18-May-18 09:24:40,,,29,0.34,18,18
●,3_L,Properties\Behaviour & character\Not trustworthy,0,conspiracy,maxku,18-May-18 09:24:47,Democrats,,10,0.12,18,18
●,3_L,Properties\Behaviour & character\Not trustworthy,0,dressed up as,maxku,18-May-18 09:24:59,Lawsuit,,13,0.15,18,18
●,3_L,Lawsuit,0,"""a left-wing conspiracy theory dressed up as a lawsuit.""",AnZhu,24-Mar-20 17:08:56,,,56,0.65,18,18
●,3_L,USA\Democrats,0,the D.N.C.,maxku,18-May-18 09:26:34,,,10,0.12,19,19
●,3_L,Lawsuit,0,the D.N.C. suit,maxku,18-May-18 09:26:39,,,15,0.17,19,19
●,3_L,Properties\Quality\Bad Quality,0,regurgitation,maxku,18-May-18 09:26:45,Lawsuit,,13,0.15,19,19
●,3_L,USA\Democrats,0,Democrats,maxku,18-May-18 09:27:04,,,9,0.10,19,19
●,3_L,Trump campaign,0,the campaign,maxku,18-May-18 09:27:18,,,12,0.14,19,19
●,3_L,Lawsuit,0,That litigation,maxku,18-May-18 09:27:27,,,15,0.17,19,19
●,3_L,USA\Democrats,0,The Democrats,maxku,18-May-18 09:27:35,,,13,0.15,20,20
●,3_L,Properties\Importance\Important & Intense,0,swirl of intensifying scrutiny,maxku,18-May-18 09:27:57,Lawsuit,,30,0.35,20,20
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:28:12,,,9,0.10,20,20
●,3_L,RUS,0,Russia,maxku,18-May-18 09:28:19,,,6,0.07,20,20
●,3_L,USA\Trump,0,The president,maxku,18-May-18 09:28:33,,,13,0.15,20,20
●,3_L,Properties\Affection\Refusal,0,denied,maxku,18-May-18 09:28:56,Lawsuit,,6,0.07,20,20
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,repeatedly attacked,maxku,18-May-18 09:29:10,Trump,,19,0.22,20,20
●,3_L,Properties\Violence & Unfair\Victim (receiving violence),0,repeatedly attacked,maxku,18-May-18 09:29:23,Democrats,,19,0.22,20,20
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:30:01,,,9,0.10,20,20
●,3_L,RUS interference into USA election,0,sought to influence the bureau's review of the election,maxku,18-May-18 09:30:08,,,55,0.64,20,20
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,vented angrily,maxku,18-May-18 09:30:19,Trump,,14,0.16,20,20
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:30:30,,,9,0.10,21,21
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:30:55,,,9,0.10,21,21
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,thundered,maxku,18-May-18 09:30:59,Trump,,9,0.10,21,21
●,3_L,Properties\Law\Lawful,0,NO COLLUSION,maxku,18-May-18 09:31:14,Trump,,12,0.14,21,21
●,3_L,Properties\Law\Lawful,0,NO OBSTRUCTION,maxku,18-May-18 09:31:27,Trump,,14,0.16,21,21
●,3_L,Properties\Affection\Refusal,0,branded,maxku,18-May-18 09:32:19,Lawsuit,,7,0.08,21,21
●,3_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,witch hunt,maxku,18-May-18 09:32:47,Lawsuit,,10,0.12,21,21
●,3_L,USA\Democrats,0,The D.N.C.,maxku,18-May-18 09:32:58,,,10,0.12,22,22
●,3_L,Lawsuit,0,The D.N.C. complaint,maxku,18-May-18 09:33:03,,,20,0.23,22,22
●,3_L,Properties\Quality\Bad Quality,0,broad in its claims,maxku,18-May-18 09:33:40,Lawsuit,,19,0.22,22,22
●,3_L,Properties\Behaviour & character\SHOWN as Not reasonable/Stupid,0,stark in its language,maxku,18-May-18 09:34:03,Lawsuit,,21,0.24,22,22
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:34:15,,,9,0.10,22,22
●,3_L,RUS,0,the Russian government,maxku,18-May-18 09:34:32,,,22,0.26,22,22
●,3_L,RUS,0,intelligence service,maxku,18-May-18 09:34:37,,,20,0.23,22,22
●,3_L,Lawsuit,0,the D.N.C. lawsuit,maxku,18-May-18 09:35:14,,,18,0.21,23,23
●,3_L,Properties\Importance\Important & Intense,0,substantial overlap,maxku,18-May-18 09:35:49,Lawsuit,,19,0.22,23,23
●,3_L,Properties\Honor & patriotic values\Honor,0,pleaded guilty,maxku,18-May-18 09:36:51,Republicans,,14,0.16,23,23
●,3_L,Properties\Law\Unlawful,0,pleaded guilty to different charges,maxku,18-May-18 09:37:05,Republicans,,35,0.41,23,23
●,3_L,USA\Democrats,0,The Democrats,maxku,18-May-18 09:37:15,,,13,0.15,24,24
●,3_L,Properties\Honor & patriotic values\Dishonor,0,racketeering,maxku,18-May-18 09:38:19,Trump campaign,,12,0.14,24,24
●,3_L,RUS interference into USA election,0,worked with the Russians and WikiLeaks in a conspiracy,maxku,18-May-18 09:38:35,,,54,0.63,24,24
●,3_L,Wikileaks,0,WikiLeaks,maxku,18-May-18 09:38:46,,,9,0.10,24,24
●,3_L,Properties\Behaviour & character\Not trustworthy,0,conspiracy,maxku,18-May-18 09:38:54,"Wikileaks
Trump campaign
RUS",,10,0.12,24,24
●,3_L,RUS interference into USA election,0,hacking email servers at the D.N.C. and leaking damaging information to the public,maxku,18-May-18 09:39:16,,,82,0.95,24,24
●,3_L,Properties\Difficulty\Difficult,0,damaging information,maxku,18-May-18 09:39:23,Democrats,,20,0.23,24,24
●,3_L,Trump campaign,0,The Trump campaign,maxku,18-May-18 09:39:36,,,18,0.21,24,24
●,3_L,RUS interference into USA election,0,the Russians' activities and intentions,maxku,18-May-18 09:39:55,,,39,0.45,24,24
●,3_L,USA\Democrats,0,the Democrats,maxku,18-May-18 09:39:59,,,13,0.15,24,24
●,3_L,Properties\Other\Other,0,allege,maxku,18-May-18 09:40:05,Democrats,,6,0.07,24,24
●,3_L,Properties\Affection\Affection or empathy,0,embraced,maxku,18-May-18 09:40:21,RUS interference into USA election,,8,0.09,24,24
●,3_L,RUS interference into USA election,0,the meddling of a foreign power,maxku,18-May-18 09:40:46,,,31,0.36,24,24
●,3_L,Lawsuit,0,The lawsuit,maxku,18-May-18 09:40:50,,,11,0.13,25,25
●,3_L,RUS interference into USA election,0,conspired to alter the course of the election,maxku,18-May-18 09:41:04,,,45,0.52,25,25
●,3_L,USA election 2016,0,the election,maxku,18-May-18 09:41:09,,,12,0.14,25,25
●,3_L,Properties\Behaviour & character\Not trustworthy,0,conspired,maxku,18-May-18 09:41:15,"Republicans
Wikileaks
RUS",,9,0.10,25,25
●,3_L,USA\Democrats,0,the party,maxku,18-May-18 09:41:33,,,9,0.10,26,26
●,3_L,Lawsuit,0,the lawsuit,maxku,18-May-18 09:41:38,,,11,0.13,26,26
●,3_L,USA,0,the intelligence committees in the House and Senate,AnZhu,24-Mar-20 17:24:40,,,51,0.59,26,26
●,3_L,Trump campaign,0,the Trump campaign,maxku,18-May-18 09:41:58,,,18,0.21,26,26
●,3_L,RUS,0,Russia,maxku,18-May-18 09:42:03,,,6,0.07,26,26
●,3_L,Lawsuit,0,The lawsuit,maxku,18-May-18 09:42:20,,,11,0.13,27,27
●,3_L,USA\Democrats,0,Democrats,maxku,18-May-18 09:42:26,,,9,0.10,27,27
●,3_L,Properties\Power & Strength\Powerful & Leading,0,an effort to open another path,maxku,18-May-18 09:42:43,Democrats,,30,0.35,27,27
●,3_L,RUS interference into USA election,0,what happened in 2016,maxku,18-May-18 09:42:56,,,21,0.24,27,27
●,3_L,USA election 2016,0,what happened in 2016,maxku,18-May-18 09:43:11,,,21,0.24,27,27
●,3_L,Properties\Power & Strength\Powerful & Leading,0,not the first attempt,maxku,18-May-18 09:43:26,Democrats,,21,0.24,27,27
●,3_L,USA\Trump,0,President Trump,maxku,18-May-18 09:43:40,,,15,0.17,27,27
●,3_L,USA\Republicans,0,Republicans,maxku,18-May-18 09:43:52,,,11,0.13,27,27
●,3_L,Properties\Other\Other,0,even if President Trump were to shut down,maxku,18-May-18 09:44:26,Trump,,41,0.48,27,27
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,shut down the special counsel's criminal investigation and the congressional oversight probes,maxku,18-May-18 09:44:59,Trump,,93,1.08,27,27
●,3_L,USA\Democrats,0,two Democratic donors,AnZhu,24-Mar-20 17:26:19,,,21,0.24,28,28
●,3_L,Trump campaign,0,Mr. Trump's campaign,maxku,18-May-18 09:45:41,,,20,0.23,28,28
●,3_L,USA\Trump,0,Mr. Trump,maxku,18-May-18 09:45:46,,,9,0.10,28,28
●,3_L,Properties\Violence & Unfair\Perpetrator & Aggressor (giving violence),0,accused,maxku,18-May-18 09:45:55,Lawsuit,,7,0.08,28,28
●,3_L,Properties\Behaviour & character\Not trustworthy,0,conspiring,maxku,18-May-18 09:46:11,"Trump
Republicans",,10,0.12,28,28
●,3_L,Properties\Behaviour & character\Not trustworthy,0,exposed their personal information,maxku,18-May-18 09:46:58,"Trump
Republicans",,34,0.40,28,28
●,3_L,Wikileaks,0,WikiLeaks,maxku,18-May-18 09:47:25,,,9,0.10,29,29
●,3_L,Properties\Power & Strength\Powerful & Leading,0,published,maxku,18-May-18 09:48:38,Wikileaks,,9,0.10,29,29
●,3_L,Properties\Power & Strength\Powerful & Leading,0,was organized,maxku,18-May-18 09:49:33,Democrats,,13,0.15,30,30
●,3_L,Lawsuit,0,the new D.N.C. lawsuit,maxku,18-May-18 09:49:55,,,22,0.26,31,31
●,3_L,Properties\Violence & Unfair\Victim (receiving violence),0,personal information was exposed,maxku,18-May-18 09:50:20,USA,,32,0.37,31,31
●,3_L,Trump campaign,0,the Trump campaign,maxku,18-May-18 09:50:35,,,18,0.21,31,31
●,3_L,Lawsuit,0,the D.N.C. lawsuit,maxku,18-May-18 09:50:51,,,18,0.21,31,31
●,3_L,Lawsuit,0,the D.N.C. case,maxku,18-May-18 09:51:03,,,15,0.17,32,32
●,3_L,Properties\Importance\Important & Intense,0,firmly denied,maxku,18-May-18 13:02:33,Lawsuit,,13,0.15,12,12
●,3_L,Properties\Importance\Important & Intense,0,denied allegations of collusion,maxku,18-May-18 13:02:48,Lawsuit,,31,0.36,20,20
●,3_L,USA\Democrats,0,the victim of a conspiracy,AnZhu,11-Jan-19 13:22:53,,,26,0.30,3,3
●,3_L,RUS interference into USA election,0,interfere with the outcome of the election,AnZhu,11-Jan-19 13:23:48,,,42,0.49,4,4
●,3_L,USA election 2016,0,election,AnZhu,11-Jan-19 13:24:50,,,8,0.09,4,4
●,3_L,USA\Trump,0,Mr. Trump,AnZhu,11-Jan-19 13:26:39,,,9,0.10,4,4
●,3_L,USA\Democrats,0,D.N.C.,AnZhu,11-Jan-19 13:29:32,,,6,0.07,7,7
●,3_L,Lawsuit,0,drum up donations for the party,AnZhu,11-Jan-19 14:06:59,,,31,0.36,8,8
●,3_L,Lawsuit,0,a new low to raise money,AnZhu,11-Jan-19 16:40:29,,,24,0.28,8,8
●,3_L,USA\Democrats,0,plaintiffs,AnZhu,11-Jan-19 14:12:23,,,10,0.12,9,9
●,3_L,RUS interference into USA election,0,damaging information about Mr. Trump and his associates,AnZhu,11-Jan-19 14:15:35,,,55,0.64,12,12
●,3_L,USA\USA-Misc,0,the American public,AnZhu,11-Jan-19 14:19:35,,,19,0.22,17,17
●,3_L,RUS interference into USA election,0,their interactions with Russia,AnZhu,11-Jan-19 14:23:57,,,30,0.35,20,20
●,3_L,RUS interference into USA election,0,allegations of collusion,AnZhu,11-Jan-19 14:24:29,,,24,0.28,20,20
●,3_L,RUS investigation,0,the special counsel investigation,AnZhu,11-Jan-19 14:26:01,,,33,0.38,20,20
●,3_L,RUS investigation,0,the investigation into Russia's election meddling,AnZhu,11-Jan-19 14:26:30,,,49,0.57,4,4
●,3_L,RUS investigation,0,Mr. Mueller's investigation,AnZhu,11-Jan-19 14:26:41,,,27,0.31,10,10
●,3_L,RUS investigation,0,the whole Russia investigation,AnZhu,11-Jan-19 14:26:59,,,30,0.35,21,21
●,3_L,RUS investigation,0,"a ""witch hunt.""",AnZhu,11-Jan-19 14:27:04,,,15,0.17,21,21
●,3_L,RUS investigation,0,investigation by Mr. Mueller,AnZhu,11-Jan-19 14:27:19,,,28,0.33,23,23
●,3_L,RUS investigation,0,legislative investigations,AnZhu,11-Jan-19 14:27:43,,,26,0.30,26,26
●,3_L,RUS investigation,0,the special counsel's criminal investigation,AnZhu,11-Jan-19 14:27:52,,,44,0.51,27,27
●,3_L,RUS interference into USA election,0,"""NO COLLUSION and NO OBSTRUCTION,""",AnZhu,11-Jan-19 14:40:19,,,34,0.40,21,21
